prec_noix,prec_chocolat,prec_noisettes,prec_raisins,prec_fruits_confits,prec_lait,niveau_techno,methode_cuisson,ph_eau,pop,prop_grand_meres,freq_boulangeries,nb_visites_hebdo,prix,nb_bras,nb_doigts_main,nb_dents,taux_oxygene_atm,dist_lune_km,dist_soleil_km,dist_centre_galaxie_ly,nb_guerres_mondiales,nb_cookies_vendus,cookie_quality
1,0,1,1,0,1,1,7,-2.42262734431712,-1.7287349195966208,-0.9722507430004093,-2.715373361156919,-0.08469417893386236,0.8307487176699663,0.0,2.230556351181021,-0.4197828282356063,-1.970807351084327,0.9322251708978974,-0.47521478903279774,-0.7886623781323531,1.0816904188136889,0.5780550539868178,0
0,1,1,1,0,0,0,0,-0.7511005603676805,-1.458084566506054,1.5926485948363727,1.5262929150580025,-0.08469417893386236,-0.5676062751256815,0.0,2.230556351181021,0.13903350328144093,-0.4059293527642318,-2.077931088609021,0.2976469197747979,1.7683697260704045,0.2628069888043355,0.3589458663415315,1
0,0,0,1,1,0,6,2,0.920426223581759,0.24664486996235796,0.5666888597016602,0.11240415631969529,-2.284542982410808,1.4133966313348196,0.0,-0.050525973491496005,-1.537415491269701,0.6373226461158326,-2.149988883238144,1.249265758510681,-0.7019833237525985,1.9005738488230421,2.633697614440776,0
1,1,1,1,1,0,2,6,0.08466283160703925,0.789305575225241,0.5666888597016602,-0.5945402230494583,-1.5512600479184928,-0.3112411931131461,0.0,2.230556351181021,1.8154824978325828,0.11569664667580037,0.5998295376087164,1.1861750067712855,2.1584254707793,-0.010154154532115591,0.4505733448113785,1
0,1,0,0,1,1,3,4,-1.5868639523424002,1.0172331682655034,0.5666888597016602,-0.5945402230494583,-0.08469417893386236,-0.008264278007422392,0.0,-1.1910671358277545,-0.4197828282356063,-1.4491813516442948,0.3999272686376006,1.5016287654682632,0.5115234375639643,1.35465156215014,-0.6051345592977281,0
1,1,0,1,1,0,1,7,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
1,0,0,0,1,0,6,2,-1.5868639523424002,-0.2645593813941891,2.618608329971085,0.11240415631969529,0.6485887555584529,1.320172965148443,0.0,-0.050525973491496005,1.8154824978325828,0.11569664667580037,1.352949713732455,0.4711464870581357,-0.7453228509424759,-1.3749598712143711,-2.764356008456731,1
1,1,1,1,0,1,5,1,-1.5868639523424002,-0.31519717806293773,1.0796687272690157,0.8193485356888489,-0.8179771134261776,-0.45107669239271087,0.0,-1.1910671358277545,1.2566661663155354,-1.4491813516442948,-0.14399285856287733,0.5973279905369269,0.0781281656651919,-0.2831152978685667,-2.047271394344885,0
1,1,1,0,1,1,0,0,0.08466283160703925,0.7384632080038471,-0.9722507430004093,0.11240415631969529,-0.8179771134261776,-1.4532311038962584,0.0,-1.1910671358277545,0.6978498347984882,0.11569664667580037,2.2757543739828385,0.42908598589853864,-0.22524852466394882,-0.010154154532115591,-0.8720493878838042,0
1,0,1,0,1,0,2,6,1.7561896155564787,-0.5624913687437595,2.10562846240373,0.11240415631969529,-0.08469417893386236,-0.1714056938335813,0.0,-1.1910671358277545,0.6978498347984882,-1.970807351084327,0.404576158613673,-1.836923514074752,-0.008550888714562591,-1.6479210145508223,-1.246526908586657,1
0,1,1,1,0,1,2,6,1.7561896155564787,0.24246214844818514,0.5666888597016602,0.8193485356888489,0.6485887555584529,1.7629853795337316,0.0,2.230556351181021,0.13903350328144093,1.1589486455558633,1.029851860395419,-0.9589105523681637,1.9850673620197907,-0.8290375845414689,-0.9079036185893965,1
1,0,0,1,0,0,4,3,-1.5868639523424002,-0.8852132683420011,0.05370899213430326,0.11240415631969529,0.6485887555584529,1.506620297521196,0.0,-0.050525973491496005,0.6978498347984882,-1.970807351084327,1.383167498576926,-1.5582726938924216,-1.0920390684614938,-1.6479210145508223,-1.9835305397571654,1
1,1,0,1,1,1,2,3,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
1,0,1,0,1,0,0,7,0.08466283160703925,1.147757960705258,0.05370899213430326,0.8193485356888489,0.6485887555584529,1.9960445449996729,0.0,1.0900151888447627,2.37429882934963,0.11569664667580037,0.9066562760294988,-0.8747895500489696,1.1182768182222458,-1.3749598712143711,-1.9675953261102355,1
0,0,0,0,1,1,5,1,0.920426223581759,0.5611672657359018,0.05370899213430326,-0.5945402230494583,-0.08469417893386236,-2.618526931225965,0.0,-0.050525973491496005,-0.9785991597526535,-1.4491813516442948,0.5277717429795933,0.7287670566606675,-2.695601574486952,0.5357681321407867,-0.04341827824344876,1
1,0,1,1,1,1,3,4,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
1,1,0,1,0,0,6,2,0.920426223581759,-0.8046625157564035,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.15487713781873652,0.0,1.0900151888447627,-0.4197828282356063,2.2022006444359277,-0.7251041055719349,0.018996099592467508,0.9015791822728596,2.992418422168847,0.44260573798791353,1
1,0,1,0,0,0,0,0,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
0,1,0,0,1,1,5,1,0.920426223581759,0.9419512048920283,0.5666888597016602,-0.5945402230494583,-0.8179771134261776,-0.14809977728698717,0.0,1.0900151888447627,0.13903350328144093,-0.9275553522042626,-1.0435530689328985,-1.0798344932020052,0.8149001278931051,-0.8290375845414689,-0.6011507558859956,1
1,1,1,0,1,1,6,2,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,0
1,0,1,1,1,0,1,7,0.08466283160703925,2.645922062143764,-0.9722507430004093,0.8193485356888489,1.3818716900507682,-0.8705831902314052,0.0,-0.050525973491496005,0.13903350328144093,-1.970807351084327,2.0572565451074327,1.375447261989472,-0.008550888714562591,-2.7397655878966267,0.446589541399646,1
0,0,1,0,1,1,1,5,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
0,1,1,1,0,0,0,0,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
1,1,0,0,0,1,0,0,-1.5868639523424002,0.9293468492964228,-1.4852306105677662,1.5262929150580025,0.6485887555584529,-0.8938891067779994,0.0,-1.1910671358277545,0.13903350328144093,-0.4059293527642318,2.563985552499331,2.1798543466667657,-0.8320019053222303,0.2628069888043355,-1.429781865526351,0
0,0,1,1,1,1,3,4,2.5919530075311985,-0.16536373500612006,2.618608329971085,1.5262929150580025,-0.8179771134261776,-0.7540536074984345,0.0,-0.050525973491496005,-1.537415491269701,0.11569664667580037,-2.754344580127564,0.6183582411167253,-1.0486995412716165,-1.10199872787792,3.063948382907884,0
0,1,1,0,0,1,5,1,0.08466283160703925,2.3674374470735655,-0.9722507430004093,-1.301484602418612,-1.5512600479184928,-0.35785302620633436,0.0,2.230556351181021,-0.4197828282356063,0.11569664667580037,-0.32297512264166706,-1.2691067484201919,-0.0952299430943171,-0.8290375845414689,-0.26252746588873505,0
0,1,0,0,0,1,3,4,-1.5868639523424002,1.4726318020396956,-1.998210478135123,-0.5945402230494583,-0.08469417893386236,0.15487713781873652,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.8645708048541088,1.5016287654682632,1.0315977638424914,0.5357681321407867,0.22748035375435974,1
1,1,0,0,0,0,3,4,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
1,0,0,0,1,1,1,5,0.08466283160703925,-1.0269350060945697,-1.4852306105677662,-0.5945402230494583,-0.08469417893386236,-1.523148853536041,0.0,-1.1910671358277545,-1.537415491269701,0.6373226461158326,0.8671407112328828,-0.5225328528373444,-1.5687738675501435,-1.10199872787792,0.27528599469514947,1
0,0,0,0,0,0,5,1,-1.5868639523424002,0.5844663591073553,-0.9722507430004093,-1.301484602418612,1.3818716900507682,0.8540546342165605,0.0,-0.050525973491496005,1.2566661663155354,2.7238266438759586,-0.2741617778929062,1.8959459638394855,-1.2220576500311255,0.8087292754772377,-0.712697251414505,1
1,0,0,0,0,0,5,1,-0.7511005603676805,0.5128877373264035,0.05370899213430326,-0.5945402230494583,1.3818716900507682,-0.5676062751256815,0.0,-0.050525973491496005,0.6978498347984882,1.6805746449958956,0.018718290599658804,0.6446460543414735,1.8117092532602819,0.2628069888043355,-2.047271394344885,1
1,1,1,1,1,0,4,3,-0.7511005603676805,1.7842024115557564,0.05370899213430326,-0.5945402230494583,-1.5512600479184928,0.13157122127214238,0.0,-1.1910671358277545,0.6978498347984882,0.11569664667580037,-0.9831174992439564,-0.8064412356646244,-0.008550888714562591,-0.010154154532115591,0.7812290279851741,0
1,0,1,0,1,1,5,1,1.7561896155564787,0.5481353313457114,-1.4852306105677662,0.11240415631969529,-1.5512600479184928,-0.8239713571382169,0.0,1.0900151888447627,1.8154824978325828,0.11569664667580037,1.232078574354571,-0.012549276277230272,-0.18190899747407158,-0.010154154532115591,0.16772330257837256,0
1,1,0,0,1,0,4,3,-0.7511005603676805,0.45031987769909476,0.5666888597016602,-0.5945402230494583,0.6485887555584529,-0.19471161038017543,0.0,1.0900151888447627,0.6978498347984882,-0.9275553522042626,0.3952783786615281,-0.20182153149541696,-0.7019833237525985,-1.10199872787792,-1.5931178054073827,1
1,1,1,1,0,1,5,1,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,0
0,0,0,1,1,0,2,6,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
0,1,0,1,0,1,1,7,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,0
0,0,0,1,0,0,3,8,0.920426223581759,-0.3685892143181599,1.0796687272690157,-0.5945402230494583,-0.08469417893386236,-1.173560105337129,0.0,-1.1910671358277545,0.6978498347984882,-0.4059293527642318,1.978225415514201,-0.5015026022575458,-0.7019833237525985,1.35465156215014,-2.4058137014008083,0
1,1,1,1,0,0,4,3,0.920426223581759,1.5162817144659375,1.5926485948363727,0.11240415631969529,0.6485887555584529,-2.315550016120241,0.0,-2.331608298164013,0.13903350328144093,-0.4059293527642318,-0.21605065319200045,0.5710401773121787,-0.5719647421829668,0.2628069888043355,0.17569090940183751,0
0,0,1,0,0,1,5,1,1.7561896155564787,-0.37382288412210285,1.0796687272690157,0.11240415631969529,-1.5512600479184928,0.41124221983127196,0.0,-1.1910671358277545,1.2566661663155354,-2.4924333505243577,-0.14399285856287733,-0.769638297149977,0.5982024919437189,-0.5560764412050179,-0.8282275503547469,1
0,0,1,1,0,1,3,8,-1.5868639523424002,0.7436801960889048,1.0796687272690157,0.11240415631969529,2.1151546245430835,-0.8239713571382169,0.0,-0.050525973491496005,0.13903350328144093,1.6805746449958956,1.292514144043513,0.07157172604196381,-0.4419461606133351,1.35465156215014,-0.6091183627094606,0
0,0,0,0,0,0,5,4,0.920426223581759,1.0368938909495657,0.5666888597016602,-1.301484602418612,0.6485887555584529,-0.9871127729643758,0.0,-0.050525973491496005,-0.9785991597526535,1.1589486455558633,0.028016070551803725,1.6015224557223062,-1.0053600140817394,0.5357681321407867,1.5779897103316698,1
1,0,1,0,1,0,2,6,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,0
1,0,0,1,1,0,3,4,-0.7511005603676805,0.14122079653366296,-0.45927087543305367,-2.0084289817877656,-0.8179771134261776,0.038347555085765865,0.0,-0.050525973491496005,-2.6550481543037954,-0.9275553522042626,-0.8018107901771305,1.0021603141980484,1.7683697260704045,-1.6479210145508223,0.11195005481411788,1
0,1,1,1,1,1,5,4,-1.5868639523424002,0.44491939070629943,1.0796687272690157,2.2332372944271563,-0.08469417893386236,-1.4532311038962584,0.0,1.0900151888447627,1.8154824978325828,1.6805746449958956,1.0833140951202522,0.46063136176823644,0.8149001278931051,0.2628069888043355,-1.2584783188218545,0
1,0,0,0,0,1,6,2,0.08466283160703925,-0.4356093369174187,0.5666888597016602,0.11240415631969529,0.6485887555584529,0.4811599694710543,0.0,1.0900151888447627,1.2566661663155354,-0.4059293527642318,-1.0667975188132608,-0.007291713632280642,0.5982024919437189,0.2628069888043355,-0.354154944358582,1
1,1,1,0,0,1,6,8,0.08466283160703925,-1.4564875114190934,-0.45927087543305367,-0.5945402230494583,-0.8179771134261776,-0.35785302620633436,0.0,-1.1910671358277545,1.8154824978325828,-0.9275553522042626,0.7323229019267815,-1.127152557006552,-0.6586437965627213,0.5357681321407867,-2.561182034458375,0
1,1,1,1,1,0,0,0,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
1,0,1,0,0,0,0,7,1.7561896155564787,1.0967672139843059,-0.45927087543305367,0.11240415631969529,-0.8179771134261776,0.5510777191108367,0.0,-0.050525973491496005,0.13903350328144093,1.6805746449958956,-1.1342064234663114,-0.1913064062055177,2.548481215488195,-0.8290375845414689,0.35496206292979904,1
0,0,1,1,1,1,2,6,0.08466283160703925,0.8193186214554014,1.0796687272690157,0.11240415631969529,-1.5512600479184928,0.8074428011233722,0.0,-1.1910671358277545,-1.537415491269701,0.11569664667580037,0.1326160950134341,1.8801732759046366,-0.22524852466394882,-0.2831152978685667,2.0480785129161023,1
1,1,1,0,1,0,3,8,2.5919530075311985,-0.579307419365286,0.05370899213430326,0.11240415631969529,0.6485887555584529,0.6676073018438073,0.0,-0.050525973491496005,1.2566661663155354,-1.4491813516442948,-0.29740622777326853,-1.0062286161727103,-1.2653971772210029,0.8087292754772377,-1.1907536608224023,0
1,0,0,0,1,1,4,5,1.7561896155564787,1.6904239338793678,-1.4852306105677662,-0.5945402230494583,-0.8179771134261776,0.15487713781873652,0.0,-1.1910671358277545,-2.096231822786748,0.6373226461158326,-0.7855396752608769,0.8128880589798617,-0.8320019053222303,0.5357681321407867,2.279139110796586,1
1,0,1,1,0,1,4,3,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,0
0,1,0,0,0,0,2,6,-0.7511005603676805,0.0798426068584332,1.0796687272690157,-0.5945402230494583,1.3818716900507682,-0.7773595240450287,0.0,-1.1910671358277545,0.6978498347984882,-0.4059293527642318,1.4552252932060492,0.12940491513640975,-0.008550888714562591,2.1735349921594933,-1.6688100702302997,0
0,0,1,1,0,1,5,4,-1.5868639523424002,-0.14028935555119523,2.10562846240373,0.8193485356888489,-1.5512600479184928,-0.7773595240450287,0.0,1.0900151888447627,-0.4197828282356063,0.11569664667580037,-1.0249575090286087,-0.2281093447201651,-0.26858805185382606,-1.6479210145508223,1.629779154684192,0
0,0,1,0,0,1,3,8,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
0,0,1,1,0,0,3,8,0.08466283160703925,0.8371856203666981,-0.45927087543305367,-1.301484602418612,-0.8179771134261776,0.8307487176699663,0.0,3.3710975135172796,-0.4197828282356063,-1.4491813516442948,-0.7018596556915726,1.817082524165241,-1.6987924491197752,0.2628069888043355,0.6935853529270597,1
1,0,1,1,0,1,0,0,-0.7511005603676805,-0.05096665278757484,0.05370899213430326,-1.301484602418612,1.3818716900507682,-1.3600074377098819,0.0,1.0900151888447627,0.13903350328144093,0.6373226461158326,2.189749909425498,0.13466247778135937,1.3783139813615093,1.35465156215014,-0.22667323518314272,0
0,1,0,0,1,0,4,3,-0.7511005603676805,0.6351524449623507,0.5666888597016602,0.11240415631969529,-1.5512600479184928,-1.4299251873496643,0.0,1.0900151888447627,-0.4197828282356063,-1.4491813516442948,-1.138855313442384,0.8812363733642069,-0.31192757904370333,-0.8290375845414689,-0.804324729884352,1
1,1,1,1,0,1,3,4,0.08466283160703925,-2.300351576903463,2.10562846240373,-2.0084289817877656,-0.8179771134261776,-0.5909121916722756,0.0,-0.050525973491496005,0.13903350328144093,-0.9275553522042626,0.5022028481111948,-0.6750021695408837,1.6383511445007728,-1.10199872787792,1.2951396680986638,0
0,1,1,0,0,0,0,0,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
0,0,0,0,0,0,3,4,0.08466283160703925,-1.9451336889167734,-1.998210478135123,0.8193485356888489,-0.8179771134261776,1.1104197162290959,0.0,1.0900151888447627,1.2566661663155354,2.7238266438759586,-1.2341575579518693,0.5920704278919772,0.2514862744247009,-0.010154154532115591,-0.9796120800005811,1
0,1,1,0,1,0,5,1,1.7561896155564787,-1.129541625002068,1.0796687272690157,0.11240415631969529,-0.8179771134261776,2.089268211186049,0.0,-1.1910671358277545,0.13903350328144093,1.6805746449958956,1.9619543005979474,1.5699770798526085,-1.1787181228412482,0.2628069888043355,0.6258606949276075,0
1,1,0,1,1,0,3,4,0.920426223581759,-1.1359816464769752,0.05370899213430326,-1.301484602418612,-0.08469417893386236,-0.3345471096597402,0.0,-1.1910671358277545,-0.9785991597526535,-0.9275553522042626,-0.9087352596267971,-0.5751084792868407,0.6415420191335961,-0.2831152978685667,-1.2664459256453195,1
1,1,1,0,0,1,0,7,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
0,1,1,1,0,1,2,6,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,0
0,0,1,0,1,1,6,2,0.920426223581759,0.9845089037238893,0.05370899213430326,-1.301484602418612,-0.08469417893386236,-2.0824908506543,0.0,-0.050525973491496005,-1.537415491269701,-0.9275553522042626,1.3087852589597666,0.18723810423085568,-0.8320019053222303,-0.5560764412050179,2.0281594958574396,1
1,0,0,1,1,1,3,4,-0.7511005603676805,-0.4331685380489468,-0.9722507430004093,-0.5945402230494583,-2.284542982410808,-2.0125731010145174,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.36713957741435543,-0.7801534224398763,0.12146769285506916,0.2628069888043355,-0.5015556705926837,1
0,0,0,1,0,0,4,3,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
0,0,1,1,1,0,4,5,1.7561896155564787,0.8658228637814284,0.05370899213430326,0.11240415631969529,2.1151546245430835,0.9938901334961252,0.0,-0.050525973491496005,1.8154824978325828,0.11569664667580037,-0.5275262815888553,-0.8958198006287681,-0.7886623781323531,-0.5560764412050179,-1.2505107119983896,1
1,1,0,1,0,0,2,6,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,0
0,0,0,1,1,0,2,6,0.08466283160703925,0.44885715434842055,-0.45927087543305367,0.11240415631969529,-0.8179771134261776,-0.26462936001995785,0.0,-1.1910671358277545,-0.9785991597526535,2.2022006444359277,1.8131898213636286,-1.6686815094363638,-2.695601574486952,-0.010154154532115591,-0.11512673965463335,1
1,1,1,0,0,1,2,6,0.08466283160703925,2.5233386458785882,-0.9722507430004093,1.5262929150580025,-2.284542982410808,-0.6142181082188698,0.0,1.0900151888447627,-0.9785991597526535,-0.9275553522042626,-0.14399285856287733,-1.0956071811368542,1.2049558726020004,-1.10199872787792,0.5222818062225631,0
1,1,1,1,0,1,0,0,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,0
1,0,1,1,0,0,0,0,0.08466283160703925,-2.403954709018053,-0.9722507430004093,-0.5945402230494583,2.1151546245430835,0.15487713781873652,0.0,-0.050525973491496005,-0.4197828282356063,0.6373226461158326,0.8624918212568105,0.19775322952075494,-1.30873670441088,1.6276127054865912,1.1318037282176323,0
0,0,0,1,1,0,6,8,0.08466283160703925,-0.0009210571392522824,0.05370899213430326,0.11240415631969529,-0.08469417893386236,0.13157122127214238,0.0,-0.050525973491496005,0.13903350328144093,0.11569664667580037,-0.13004618863465994,-0.017806838922179904,-0.008550888714562591,-0.010154154532115591,-0.04341827824344876,1
1,1,1,1,1,1,6,8,-0.7511005603676805,0.9126537166035242,-0.45927087543305367,-0.5945402230494583,-1.5512600479184928,2.252409627012208,0.0,-0.050525973491496005,-2.096231822786748,-1.4491813516442948,-1.2899442376647388,1.1335993803217892,1.464993035741264,0.8087292754772377,2.828903981615668,1
1,0,1,0,1,0,5,1,0.08466283160703925,-0.7520273027474486,0.5666888597016602,0.8193485356888489,-1.5512600479184928,-1.6862902693621997,0.0,-1.1910671358277545,-0.4197828282356063,0.11569664667580037,-0.534499616552964,0.4185708606086394,0.12146769285506916,-0.2831152978685667,0.8728565064550211,0
